mag_bin,count_incremental,count_cumulative,count_incremental_ge_mc,count_cumulative_ge_mc,window_name
1.0400000000000007,16,1824,0,1048,pre_separator
1.0500000000000007,17,1808,0,1048,pre_separator
1.0600000000000007,10,1791,0,1048,pre_separator
1.0700000000000007,20,1781,0,1048,pre_separator
1.0800000000000007,22,1761,0,1048,pre_separator
1.0900000000000007,26,1739,0,1048,pre_separator
1.1000000000000008,15,1713,0,1048,pre_separator
1.1100000000000008,18,1698,0,1048,pre_separator
1.1200000000000008,14,1680,0,1048,pre_separator
1.1300000000000008,18,1666,0,1048,pre_separator
1.1400000000000008,21,1648,0,1048,pre_separator
1.1500000000000008,23,1627,0,1048,pre_separator
1.1600000000000008,22,1604,0,1048,pre_separator
1.1700000000000008,22,1582,0,1048,pre_separator
1.1800000000000008,19,1560,0,1048,pre_separator
1.1900000000000008,16,1541,0,1048,pre_separator
1.2000000000000008,12,1525,0,1048,pre_separator
1.2100000000000009,17,1513,0,1048,pre_separator
