interval_label,geometry_type,component_index,ring_type,point_order,x_m,y_m,longitude,latitude
morphology_1h_16,alpha_shape,1,exterior,2,443803.9944971298,3937513.955206181,-117.62023786368457,35.57973879518505
morphology_1h_16,alpha_shape,1,exterior,3,443602.6386671072,3937741.710993255,-117.62247601016801,35.58178079518505
morphology_1h_16,alpha_shape,1,exterior,4,444050.14806253294,3938077.84444189,-117.61756022941856,35.58483679518504
morphology_1h_16,alpha_shape,2,exterior,0,445995.9691907218,3938945.503175586,-117.59614179857687,35.59276779518505
morphology_1h_16,alpha_shape,2,exterior,1,446082.20102548896,3938701.194449292,-117.5951736408178,35.59056979518505
morphology_1h_16,alpha_shape,2,exterior,2,445773.3603316464,3938957.1689820713,-117.59859980525222,35.59286079518505
morphology_1h_16,alpha_shape,2,exterior,3,445567.9124001224,3939110.039032976,-117.60087790337624,35.59422779518505
morphology_1h_16,alpha_shape,2,exterior,4,445521.0151226686,3939279.579061321,-117.6014070129212,35.59575379518505
morphology_1h_16,alpha_shape,2,exterior,5,445599.44756193255,3939336.4423496383,-117.60054505003626,35.59627079518504
morphology_1h_16,alpha_shape,2,exterior,6,445786.987539668,3939264.426560664,-117.59847000416303,35.595631795185064
morphology_1h_16,alpha_shape,2,exterior,7,445995.9691907218,3938945.503175586,-117.59614179857687,35.59276779518505
morphology_1h_16,alpha_shape,3,exterior,0,447169.15573442,3941122.353264012,-117.58333421256896,35.61245779518506
morphology_1h_16,alpha_shape,3,exterior,1,446996.1368566192,3940656.214247585,-117.5852139099783,35.608245795185034
morphology_1h_16,alpha_shape,3,exterior,2,446709.42442797497,3941276.709237764,-117.58842031078798,35.613824795185046
morphology_1h_16,alpha_shape,3,exterior,3,447169.15573442,3941122.353264012,-117.58333421256896,35.61245779518506
morphology_1h_16,alpha_shape,4,exterior,0,450923.0466092702,3954200.108407883,-117.54268472277394,35.73056079518505
morphology_1h_16,alpha_shape,4,exterior,1,450587.7018089793,3954527.726183499,-117.5464129350398,35.73349779518505
morphology_1h_16,alpha_shape,4,exterior,2,450790.3890073343,3955108.9020303474,-117.54420731454977,35.73874779518505
morphology_1h_16,alpha_shape,4,exterior,3,450860.86984829226,3954406.199226799,-117.5433848568368,35.73241579518505
morphology_1h_16,alpha_shape,4,exterior,4,450923.0466092702,3954200.108407883,-117.54268472277394,35.73056079518505
morphology_1h_16,alpha_shape,5,exterior,0,449515.8858435642,3955653.1154800537,-117.55833566465364,35.74358979518506
morphology_1h_16,alpha_shape,5,exterior,1,449122.37002399896,3956067.85827109,-117.56271393361509,35.74730879518505
morphology_1h_16,alpha_shape,5,exterior,2,449398.6351472831,3956250.396744816,-117.55967005368375,35.74896879518505
morphology_1h_16,alpha_shape,5,exterior,3,449515.8858435642,3955653.1154800537,-117.55833566465364,35.74358979518506
morphology_1h_16,alpha_shape,6,exterior,0,453132.2113370538,3947379.731666074,-117.5178592933325,35.66917579518504
morphology_1h_16,alpha_shape,6,exterior,1,453483.1081030406,3947310.565035309,-117.51397824959938,35.66856879518505
morphology_1h_16,alpha_shape,6,exterior,2,453435.63927944365,3946952.564660932,-117.51448201690636,35.66533879518505
morphology_1h_16,alpha_shape,6,exterior,3,453792.079834098,3946655.012053533,-117.51052682487257,35.66267279518506
morphology_1h_16,alpha_shape,6,exterior,4,453352.4638118957,3946831.107224692,-117.51539393774158,35.66423979518504
morphology_1h_16,alpha_shape,6,exterior,5,453196.995861246,3946819.72354678,-117.51711092981813,35.66412979518505
morphology_1h_16,alpha_shape,6,exterior,6,452533.5568089704,3946856.624262374,-117.52444295149968,35.66443079518505
morphology_1h_16,alpha_shape,6,exterior,7,453191.8902250885,3946969.150158152,-117.51717602684728,35.66547679518504
morphology_1h_16,alpha_shape,6,exterior,8,453132.2113370538,3947379.731666074,-117.5178592933325,35.66917579518504
morphology_1h_16,alpha_shape,7,exterior,0,454442.00039701647,3949323.88384182,-117.50349756122628,35.686765795185046
morphology_1h_16,alpha_shape,7,exterior,1,454623.0126114304,3948847.695336226,-117.50147025226043,35.68248079518505
morphology_1h_16,alpha_shape,7,exterior,2,453976.4062271562,3948856.0110608567,-117.50861625550476,35.68252579518505
morphology_1h_16,alpha_shape,7,exterior,3,454442.00039701647,3949323.88384182,-117.50349756122628,35.686765795185046
morphology_1h_16,alpha_shape,8,exterior,0,456013.14127864304,3949866.983490487,-117.48616391952105,35.69173379518505
morphology_1h_16,alpha_shape,8,exterior,1,456273.6052974898,3950121.573909638,-117.48329908593296,35.694040795185046
morphology_1h_16,alpha_shape,8,exterior,2,456657.9031529765,3949810.576805108,-117.4790348848993,35.69125379518504
morphology_1h_16,alpha_shape,8,exterior,3,456093.3688363901,3949861.151948488,-117.48527691598669,35.69168479518504
morphology_1h_16,alpha_shape,8,exterior,4,456013.14127864304,3949866.983490487,-117.48616391952105,35.69173379518505
morphology_1h_16,alpha_shape,9,exterior,0,454190.1060324277,3951191.295388829,-117.5063877750093,35.70359079518504
morphology_1h_16,alpha_shape,9,exterior,1,454646.9188023668,3951110.424219697,-117.50133372391272,35.70288279518503
morphology_1h_16,alpha_shape,9,exterior,2,454235.1187023776,3950632.836067661,-117.50585841181476,35.69855779518505
morphology_1h_16,alpha_shape,9,exterior,3,454190.1060324277,3951191.295388829,-117.5063877750093,35.70359079518504
morphology_1h_16,alpha_shape,10,exterior,0,453049.71073620167,3953999.93492572,-117.51915759985164,35.72885979518505
morphology_1h_16,alpha_shape,10,exterior,1,453374.94820796506,3953847.044043072,-117.51555250136227,35.72749679518505
morphology_1h_16,alpha_shape,10,exterior,2,453086.2674624785,3953398.143436511,-117.51871820795664,35.72343579518505
morphology_1h_16,alpha_shape,10,exterior,3,453049.71073620167,3953999.93492572,-117.51915759985164,35.72885979518505
morphology_1h_17,alpha_shape,0,exterior,0,444642.35117684753,3936179.531879272,-117.61089400430676,35.56775479518505
morphology_1h_17,alpha_shape,0,exterior,1,444983.99086962006,3935852.1121862,-117.60710179405748,35.56482179518505
morphology_1h_17,alpha_shape,0,exterior,2,445013.3245489464,3935832.521707005,-117.60677678151372,35.56464679518504
morphology_1h_17,alpha_shape,0,exterior,3,444568.828533864,3935497.20829465,-117.61165856305497,35.561598795185056
morphology_1h_17,alpha_shape,0,exterior,4,444642.35117684753,3936179.531879272,-117.61089400430676,35.56775479518505
morphology_1h_17,alpha_shape,1,exterior,0,451148.1638272624,3944703.3154807016,-117.53961854884297,35.64494879518505
morphology_1h_17,alpha_shape,1,exterior,1,451615.4932408283,3944752.669966486,-117.53445958252202,35.645416795185035
morphology_1h_17,alpha_shape,1,exterior,2,451130.12741513056,3944366.2390949614,-117.53979733009201,35.64190879518504
morphology_1h_17,alpha_shape,1,exterior,3,451078.26457843767,3944735.309614911,-117.54039256935256,35.64523379518505
morphology_1h_17,alpha_shape,1,exterior,4,451148.1638272624,3944703.3154807016,-117.53961854884297,35.64494879518505
morphology_1h_17,alpha_shape,2,exterior,0,452884.4389269793,3946211.241655917,-117.52052853362868,35.65862879518505
morphology_1h_17,alpha_shape,2,exterior,1,452488.6915096745,3945885.265947284,-117.52488132063398,35.655670795185046
morphology_1h_17,alpha_shape,2,exterior,2,452482.90646011673,3946195.2985214815,-117.52496352189083,35.65846579518505
morphology_1h_17,alpha_shape,2,exterior,3,452884.4389269793,3946211.241655917,-117.52052853362868,35.65862879518505
morphology_1h_17,alpha_shape,3,exterior,0,452884.4389269793,3946211.241655917,-117.52052853362868,35.65862879518505
morphology_1h_17,alpha_shape,3,exterior,1,453462.6680628524,3946333.64036988,-117.51414761507606,35.65975979518504
morphology_1h_17,alpha_shape,3,exterior,2,453356.072781607,3945955.98603589,-117.51530336952354,35.65634979518505
morphology_1h_17,alpha_shape,3,exterior,3,452884.4389269793,3946211.241655917,-117.52052853362868,35.65862879518505
morphology_1h_17,alpha_shape,4,exterior,0,453355.66083655535,3947290.49187986,-117.51538523612666,35.668381795185056
morphology_1h_17,alpha_shape,4,exterior,1,453563.0784070551,3946812.3699575625,-117.51306592628862,35.66408079518505
morphology_1h_17,alpha_shape,4,exterior,2,453179.4370506067,3947115.399011515,-117.51732212179373,35.66679479518505
morphology_1h_17,alpha_shape,4,exterior,3,452899.6116151109,3947138.060994968,-117.52041513555356,35.66698579518506
morphology_1h_17,alpha_shape,4,exterior,4,453355.66083655535,3947290.49187986,-117.51538523612666,35.668381795185056
morphology_1h_17,alpha_shape,5,exterior,0,454589.3300433593,3948162.758043042,-117.50180380698873,35.67630379518504
morphology_1h_17,alpha_shape,5,exterior,1,454689.3544738142,3948131.635735522,-117.50069678709629,35.67602779518505
morphology_1h_17,alpha_shape,5,exterior,2,455012.1587889639,3948040.600665989,-117.49712472900626,35.67522179518505
morphology_1h_17,alpha_shape,5,exterior,3,454978.1066041432,3947854.883207521,-117.49749060822096,35.67354579518505
morphology_1h_17,alpha_shape,5,exterior,4,454296.06423430896,3947849.711801457,-117.50502660259993,35.673467795185054
morphology_1h_17,alpha_shape,5,exterior,5,454069.55875562126,3947623.0638650297,-117.50751645458726,35.67141379518504
morphology_1h_17,alpha_shape,5,exterior,6,454023.8751081513,3948051.978505508,-117.50804573311429,35.67527879518505
morphology_1h_17,alpha_shape,5,exterior,7,454589.3300433593,3948162.758043042,-117.50180380698873,35.67630379518504
morphology_1h_17,alpha_shape,6,exterior,0,456330.5680916473,3948063.418898292,-117.4825577481051,35.67548679518505
morphology_1h_17,alpha_shape,6,exterior,1,456074.4160733858,3948685.237108818,-117.485422151401,35.68108179518505
morphology_1h_17,alpha_shape,6,exterior,2,456657.8093025629,3948570.351558519,-117.47896907859048,35.68007179518505
morphology_1h_17,alpha_shape,6,exterior,3,456330.5680916473,3948063.418898292,-117.4825577481051,35.67548679518505
morphology_1h_17,alpha_shape,7,exterior,0,455723.80224852485,3949116.9856314342,-117.48932043092631,35.68495879518504
morphology_1h_17,alpha_shape,7,exterior,1,455499.6588628943,3949207.500909548,-117.49180248904428,35.68576479518505
morphology_1h_17,alpha_shape,7,exterior,2,455930.92028582783,3949613.73307855,-117.48705875457048,35.68944679518505
morphology_1h_17,alpha_shape,7,exterior,3,455723.80224852485,3949116.9856314342,-117.48932043092631,35.68495879518504
morphology_1h_17,alpha_shape,8,exterior,0,456988.09514551726,3951405.230299552,-117.47547092332947,35.70564579518504
morphology_1h_17,alpha_shape,8,exterior,1,456936.340245481,3951667.6795265633,-117.47605709397041,35.70800979518505
morphology_1h_17,alpha_shape,8,exterior,2,457092.4176463892,3951522.515245051,-117.47432399998549,35.70670779518505
morphology_1h_17,alpha_shape,8,exterior,3,457609.9563398046,3951675.75145396,-117.46861110133354,35.708111795185026
morphology_1h_17,alpha_shape,8,exterior,4,457351.4370929355,3951336.7083689584,-117.47145087987839,35.705043795185055
morphology_1h_17,alpha_shape,8,exterior,5,457908.2732557287,3950916.575980717,-117.46527360823022,35.70127979518505
morphology_1h_17,alpha_shape,8,exterior,6,457246.56189521065,3951121.930637713,-117.47259873979002,35.703102795185046
morphology_1h_17,alpha_shape,8,exterior,7,457150.0536881462,3950955.360883147,-117.4736566311062,35.701596795185054
morphology_1h_17,alpha_shape,8,exterior,8,456902.4004667412,3950739.5025104536,-117.47638248988711,35.69963979518505
morphology_1h_17,alpha_shape,8,exterior,9,456717.6349841262,3950753.488620984,-117.47842549840172,35.69975779518504
morphology_1h_17,alpha_shape,8,exterior,10,456988.09514551726,3951405.230299552,-117.47547092332947,35.70564579518504
morphology_1h_17,alpha_shape,9,exterior,0,450955.2889420527,3953232.755383675,-117.54226909273466,35.721840795185045
morphology_1h_17,alpha_shape,9,exterior,1,450745.2980544568,3952792.92237866,-117.54456380554987,35.71786479518504
morphology_1h_17,alpha_shape,9,exterior,2,450676.4085542176,3952980.1957514207,-117.54533692724979,35.719549795185046
morphology_1h_17,alpha_shape,9,exterior,3,450003.2459101508,3953184.828363553,-117.55279205806144,35.72136079518504
morphology_1h_17,alpha_shape,9,exterior,4,449824.2793052732,3953432.6235113055,-117.55478621879304,35.72358579518506
morphology_1h_17,alpha_shape,9,exterior,5,450429.6980231393,3953755.975745559,-117.54811243163608,35.726531795185046
morphology_1h_17,alpha_shape,9,exterior,6,450791.9658511663,3953517.4896337735,-117.54409227759992,35.72439979518506
morphology_1h_17,alpha_shape,9,exterior,7,450955.2889420527,3953232.755383675,-117.54226909273466,35.721840795185045
morphology_1h_18,alpha_shape,0,exterior,0,452968.5062456282,3947487.5161837633,-117.51967436278949,35.670139795185044
morphology_1h_18,alpha_shape,0,exterior,1,453333.3415576916,3947402.076539152,-117.51563830853497,35.66938679518505
morphology_1h_18,alpha_shape,0,exterior,2,453165.1474036946,3947343.400490604,-117.51749326984468,35.66884979518504
morphology_1h_18,alpha_shape,0,exterior,3,452804.6432506631,3946857.399910033,-117.5214479529403,35.664450795185054
morphology_1h_18,alpha_shape,0,exterior,4,452968.5062456282,3947487.5161837633,-117.51967436278949,35.670139795185044
morphology_1h_18,alpha_shape,1,exterior,0,449903.2367106987,3953205.6896746834,-117.55389907128051,35.72154379518505
morphology_1h_18,alpha_shape,1,exterior,1,449781.32888674334,3953111.546560208,-117.55524100952037,35.72068879518505
morphology_1h_18,alpha_shape,1,exterior,2,449777.82370499725,3953406.2667473294,-117.55529820145486,35.72334579518504
morphology_1h_18,alpha_shape,1,exterior,3,450079.5782552728,3953541.3220576704,-117.55197029053201,35.72457879518504
morphology_1h_18,alpha_shape,1,exterior,4,449903.2367106987,3953205.6896746834,-117.55389907128051,35.72154379518505
morphology_1h_18,alpha_shape,2,exterior,0,450487.7595283784,3953608.135146666,-117.54746133554218,35.72520179518505
morphology_1h_18,alpha_shape,2,exterior,1,450079.5782552728,3953541.3220576704,-117.55197029053201,35.72457879518504
morphology_1h_18,alpha_shape,2,exterior,2,450338.42333761766,3953899.5660233223,-117.5491305248459,35.727821795185044
morphology_1h_18,alpha_shape,2,exterior,3,450765.7392357728,3953567.324811385,-117.5443853099664,35.72484779518505
morphology_1h_18,alpha_shape,2,exterior,4,450487.7595283784,3953608.135146666,-117.54746133554218,35.72520179518505
morphology_1h_18,alpha_shape,3,exterior,0,449557.97917737166,3955147.324914563,-117.5578383350823,35.73903179518505
morphology_1h_18,alpha_shape,3,exterior,1,449531.8230660616,3955480.5517310426,-117.55814855220927,35.742034795185056
morphology_1h_18,alpha_shape,3,exterior,2,450039.5598507738,3955075.610142063,-117.5525082901136,35.738409795185056
morphology_1h_18,alpha_shape,3,exterior,3,449557.97917737166,3955147.324914563,-117.5578383350823,35.73903179518505
morphology_1h_18,alpha_shape,4,exterior,0,451354.9711648246,3955682.987990503,-117.53799869083166,35.74395179518504
morphology_1h_18,alpha_shape,4,exterior,1,451678.9214269629,3955307.988997285,-117.53439344750996,35.74058679518505
morphology_1h_18,alpha_shape,4,exterior,2,451366.3043134294,3955055.1484675193,-117.53783528158273,35.73829179518505
morphology_1h_18,alpha_shape,4,exterior,3,451354.9711648246,3955682.987990503,-117.53799869083166,35.74395179518504
morphology_1h_18,alpha_shape,5,exterior,0,449374.4148946592,3956780.37752926,-117.55997139926157,35.75374579518504
morphology_1h_18,alpha_shape,5,exterior,1,449329.2082814498,3956204.763393292,-117.56043502366568,35.74855379518505
morphology_1h_18,alpha_shape,5,exterior,2,449510.83564763056,3955671.5561467824,-117.55839267665786,35.743755795185045
morphology_1h_18,alpha_shape,5,exterior,3,448961.3887948975,3955966.2976521575,-117.56448786678598,35.746384795185044
morphology_1h_18,alpha_shape,5,exterior,4,448613.9723305556,3955568.010575478,-117.56830460579098,35.74277579518505
morphology_1h_18,alpha_shape,5,exterior,5,448479.7201447062,3955258.2265482894,-117.56976940333315,35.73997579518504
morphology_1h_18,alpha_shape,5,exterior,6,448181.17561980826,3955422.4567856207,-117.57308150925849,35.741440795185056
morphology_1h_18,alpha_shape,5,exterior,7,448283.669511004,3955711.680472361,-117.57196669820786,35.74405379518505
morphology_1h_18,alpha_shape,5,exterior,8,448206.3225111874,3956080.814905619,-117.57284593860572,35.74737779518505
morphology_1h_18,alpha_shape,5,exterior,9,447835.2443317581,3956422.391975492,-117.57697215994554,35.75043779518504
morphology_1h_18,alpha_shape,5,exterior,10,447786.7718715324,3956436.2090146,-117.57750916877086,35.750559795185055
morphology_1h_18,alpha_shape,5,exterior,11,447654.898027685,3956659.927181564,-117.57898231417981,35.75256979518504
morphology_1h_18,alpha_shape,5,exterior,12,447661.87263709126,3956723.995290157,-117.57890935599656,35.75314779518504
morphology_1h_18,alpha_shape,5,exterior,13,448092.066254366,3957053.658344256,-117.5741725726961,35.75614279518504
morphology_1h_18,alpha_shape,5,exterior,14,448250.6779532369,3957263.027058453,-117.57243170989535,35.75803879518506
morphology_1h_18,alpha_shape,5,exterior,15,448783.1739167159,3957610.981992735,-117.56656393895125,35.76120379518505
morphology_1h_18,alpha_shape,5,exterior,16,448856.4332087393,3957046.885978933,-117.56571757117653,35.75612179518506
morphology_1h_18,alpha_shape,5,exterior,17,449374.4148946592,3956780.37752926,-117.55997139926157,35.75374579518504
morphology_1h_18,alpha_shape,6,exterior,0,449443.9571722764,3958816.722529466,-117.55933072843706,35.77210879518504
morphology_1h_18,alpha_shape,6,exterior,1,449744.29519250686,3958714.856844671,-117.5560016630467,35.77120579518504
morphology_1h_18,alpha_shape,6,exterior,2,449454.2918157981,3958693.99080714,-117.55920864834695,35.77100279518504
morphology_1h_18,alpha_shape,6,exterior,3,448908.52532646887,3958570.6774331816,-117.56523856579938,35.76986279518505
morphology_1h_18,alpha_shape,6,exterior,4,449229.3014836745,3959091.4684079103,-117.5617229070262,35.774574795185046
morphology_1h_18,alpha_shape,6,exterior,5,449443.9571722764,3958816.722529466,-117.55933072843706,35.77210879518504
morphology_1h_19,alpha_shape,0,exterior,0,445592.8491662907,3938844.138807201,-117.6005847313944,35.59183179518505
morphology_1h_19,alpha_shape,0,exterior,1,445465.83311583847,3938694.183590183,-117.60197663385614,35.59047279518505
morphology_1h_19,alpha_shape,0,exterior,2,445086.02622948535,3939046.223786268,-117.60619286016353,35.593625795185055
morphology_1h_19,alpha_shape,0,exterior,3,445592.8491662907,3938844.138807201,-117.6005847313944,35.59183179518505
morphology_1h_19,alpha_shape,1,exterior,0,453248.53383664193,3946670.052799224,-117.51653283279543,35.662782795185045
morphology_1h_19,alpha_shape,1,exterior,1,453215.2699646864,3947218.137690493,-117.51693218864898,35.66772279518504
morphology_1h_19,alpha_shape,1,exterior,2,453367.4230290514,3947150.125285485,-117.51524714499101,35.667116795185045
morphology_1h_19,alpha_shape,1,exterior,3,453596.214287696,3946954.387316002,-117.51270801863521,35.66536279518504
morphology_1h_19,alpha_shape,1,exterior,4,453248.53383664193,3946670.052799224,-117.51653283279543,35.662782795185045
morphology_1h_19,alpha_shape,2,exterior,0,454864.72502420633,3948308.9806266096,-117.49876890292298,35.67763479518505
morphology_1h_19,alpha_shape,2,exterior,1,454693.03384186537,3948430.859980124,-117.50067298156345,35.67872579518506
morphology_1h_19,alpha_shape,2,exterior,2,455214.14739647706,3948657.47614044,-117.49492713056674,35.68079279518505
morphology_1h_19,alpha_shape,2,exterior,3,454864.72502420633,3948308.9806266096,-117.49876890292298,35.67763479518505
morphology_1h_19,alpha_shape,3,exterior,0,457141.3434486176,3951291.6909064655,-117.47377084992534,35.70462879518505
morphology_1h_19,alpha_shape,3,exterior,1,457214.65235645336,3951374.411229068,-117.47296490398566,35.70537779518505
morphology_1h_19,alpha_shape,3,exterior,2,457484.30955705297,3951887.086803118,-117.47001123849662,35.71001179518504
morphology_1h_19,alpha_shape,3,exterior,3,457510.131988434,3951264.187046316,-117.46969283318074,35.70439679518504
morphology_1h_19,alpha_shape,3,exterior,4,457517.27824587625,3951225.777002057,-117.4696118082086,35.70405079518505
morphology_1h_19,alpha_shape,3,exterior,5,457141.3434486176,3951291.6909064655,-117.47377084992534,35.70462879518505
morphology_1h_19,alpha_shape,4,exterior,0,450766.7160012891,3954420.696471365,-117.54442686594341,35.73254179518505
morphology_1h_19,alpha_shape,4,exterior,1,450565.4299010596,3954883.9976171646,-117.54668116714365,35.73670879518506
morphology_1h_19,alpha_shape,4,exterior,2,450860.9437128634,3954832.222198656,-117.54341013446906,35.73625679518505
morphology_1h_19,alpha_shape,4,exterior,3,451254.4612065046,3954659.020645836,-117.53904802300505,35.73471479518505
morphology_1h_19,alpha_shape,4,exterior,4,451135.16479183576,3954373.9608705537,-117.54034983681692,35.73213879518505
morphology_1h_19,alpha_shape,4,exterior,5,450774.8305518527,3954416.214856785,-117.54433686305244,35.73250179518505
morphology_1h_19,alpha_shape,4,exterior,6,450398.03242512885,3953884.813701965,-117.5484705154524,35.72769179518505
morphology_1h_19,alpha_shape,4,exterior,7,450766.7160012891,3954420.696471365,-117.54442686594341,35.73254179518505
morphology_1h_19,alpha_shape,5,exterior,0,449639.6846305648,3955542.272882407,-117.55695959284733,35.74259679518505
morphology_1h_19,alpha_shape,5,exterior,1,449546.9570504889,3955293.6845887625,-117.55796943044642,35.74035079518506
morphology_1h_19,alpha_shape,5,exterior,2,449374.8978171365,3955313.631504792,-117.55987344281026,35.74052179518504
morphology_1h_19,alpha_shape,5,exterior,3,449029.8932847632,3955197.371890235,-117.56368136573694,35.73945579518505
morphology_1h_19,alpha_shape,5,exterior,4,449404.8090138512,3955518.321083487,-117.55955557636057,35.74236879518504
morphology_1h_19,alpha_shape,5,exterior,5,449401.04347328393,3955636.1344726007,-117.5596046531557,35.74343079518505
morphology_1h_19,alpha_shape,5,exterior,6,449257.144404374,3956220.481827427,-117.56123303364753,35.748691795185046
morphology_1h_19,alpha_shape,5,exterior,7,449575.9705769189,3955869.834608324,-117.55768480617951,35.74554679518504
morphology_1h_19,alpha_shape,5,exterior,8,449639.6846305648,3955542.272882407,-117.55695959284733,35.74259679518505
morphology_1h_19,alpha_shape,6,exterior,0,449922.3274011915,3956881.082147712,-117.55391746698322,35.75468179518506
morphology_1h_19,alpha_shape,6,exterior,1,450518.7316079546,3956695.3885424,-117.54730934803824,35.753037795185044
morphology_1h_19,alpha_shape,6,exterior,2,450111.96240107366,3956450.771070227,-117.55179318700044,35.75081179518505
morphology_1h_19,alpha_shape,6,exterior,3,449922.3274011915,3956881.082147712,-117.55391746698322,35.75468179518506
morphology_1h_19,alpha_shape,7,exterior,0,448826.3124858008,3957060.147851064,-117.56605157971492,35.756239795185046
morphology_1h_19,alpha_shape,7,exterior,1,449032.9765518552,3956915.432530148,-117.56375648608478,35.75494579518506
morphology_1h_19,alpha_shape,7,exterior,2,449129.3497593595,3956644.13440092,-117.56267330947728,35.75250479518505
morphology_1h_19,alpha_shape,7,exterior,3,449124.91224398586,3956515.4980107206,-117.56271422555821,35.75134479518505
morphology_1h_19,alpha_shape,7,exterior,4,449257.144404374,3956220.481827427,-117.56123303364753,35.748691795185046
morphology_1h_19,alpha_shape,7,exterior,5,448707.2795180719,3956055.830713738,-117.56730392421257,35.74717879518504
morphology_1h_19,alpha_shape,7,exterior,6,448680.6656866472,3956034.68894909,-117.56759691032585,35.74698679518505
morphology_1h_19,alpha_shape,7,exterior,7,448425.8032478377,3955474.270231217,-117.57037954396608,35.741920795185045
morphology_1h_19,alpha_shape,7,exterior,8,448391.8723578226,3955847.254247577,-117.57077878701448,35.74528179518504
morphology_1h_19,alpha_shape,7,exterior,9,447751.6034472061,3956080.266109751,-117.57787493650822,35.74734879518505
morphology_1h_19,alpha_shape,7,exterior,10,447731.6511852074,3956317.854051967,-117.57811109137,35.74948979518505
morphology_1h_19,alpha_shape,7,exterior,11,447820.3543392403,3956644.532750329,-117.57715130477482,35.75243979518505
morphology_1h_19,alpha_shape,7,exterior,12,447720.2570157409,3956890.5789625184,-117.57827446488497,35.754652795185045
morphology_1h_19,alpha_shape,7,exterior,13,447953.3020255459,3957242.5851156986,-117.57571969542224,35.757838795185044
morphology_1h_19,alpha_shape,7,exterior,14,447966.04958354647,3957911.443492944,-117.57562213192158,35.76386979518506
morphology_1h_19,alpha_shape,7,exterior,15,448415.7005136093,3958068.533344737,-117.5706582361621,35.76530979518505
morphology_1h_19,alpha_shape,7,exterior,16,448460.9647955039,3958126.94441002,-117.57016127445792,35.76583879518505
morphology_1h_19,alpha_shape,7,exterior,17,448494.61477458896,3958617.773112688,-117.56982059498011,35.770265795185054
morphology_1h_19,alpha_shape,7,exterior,18,449024.4110240594,3958761.450514487,-117.56396869078111,35.77158879518504
morphology_1h_19,alpha_shape,7,exterior,19,449219.0429093979,3959226.955408967,-117.56184499545978,35.77579579518504
morphology_1h_19,alpha_shape,7,exterior,20,449759.0599213778,3959251.8267402872,-117.55587201371206,35.77604779518505
morphology_1h_19,alpha_shape,7,exterior,21,449729.8795401588,3959029.051753039,-117.55618086813449,35.77403779518505
morphology_1h_19,alpha_shape,7,exterior,22,449790.4375646976,3958416.232286925,-117.55547246826882,35.76851579518506
morphology_1h_19,alpha_shape,7,exterior,23,449424.4041629474,3958475.657516901,-117.5595255057018,35.76903279518504
morphology_1h_19,alpha_shape,7,exterior,24,449197.0854087077,3958336.206044432,-117.56203141382254,35.76776379518503
morphology_1h_19,alpha_shape,7,exterior,25,449142.5723029191,3957810.2240700615,-117.56260107032175,35.763018795185054
morphology_1h_19,alpha_shape,7,exterior,26,448803.9096713837,3957506.157835168,-117.56632787062877,35.76025979518504
morphology_1h_19,alpha_shape,7,exterior,27,448826.3124858008,3957060.147851064,-117.56605157971492,35.756239795185046
morphology_1h_20,alpha_shape,0,exterior,0,447899.69013937406,3943560.029447523,-117.57542579529785,35.63447479518506
morphology_1h_20,alpha_shape,0,exterior,1,448190.9726253079,3944109.347826856,-117.5722441526688,35.63944279518505
morphology_1h_20,alpha_shape,0,exterior,2,448352.1266702029,3943556.0625885553,-117.57042879443473,35.63446279518506
morphology_1h_20,alpha_shape,0,exterior,3,447899.69013937406,3943560.029447523,-117.57542579529785,35.63447479518506
morphology_1h_20,alpha_shape,1,exterior,0,453375.7192598076,3949604.700987468,-117.51529774021846,35.68924779518505
morphology_1h_20,alpha_shape,1,exterior,1,453897.95514885447,3949774.3354382087,-117.50953585229801,35.69080179518505
morphology_1h_20,alpha_shape,1,exterior,2,454027.8357181838,3949552.057827558,-117.50808770819728,35.68880379518505
morphology_1h_20,alpha_shape,1,exterior,3,453375.7192598076,3949604.700987468,-117.51529774021846,35.68924779518505
morphology_1h_20,alpha_shape,2,exterior,0,451003.0081209785,3954153.1932543134,-117.54179769249407,35.73014179518505
morphology_1h_20,alpha_shape,2,exterior,1,450759.28434883314,3954006.027811777,-117.54448359573271,35.72880279518504
morphology_1h_20,alpha_shape,2,exterior,2,450455.0604970863,3954630.507553325,-117.54788600153728,35.73441779518505
morphology_1h_20,alpha_shape,2,exterior,3,450490.5834424766,3954660.1453094296,-117.54749502098116,35.73468679518505
morphology_1h_20,alpha_shape,2,exterior,4,450804.019688513,3954511.2177542495,-117.5440199250654,35.733359795185045
morphology_1h_20,alpha_shape,2,exterior,5,451103.92237303103,3955112.49200263,-117.54074031802004,35.73879579518505
morphology_1h_20,alpha_shape,2,exterior,6,450920.3562831337,3954518.226503133,-117.54273393005262,35.733428795185056
morphology_1h_20,alpha_shape,2,exterior,7,451022.7991931404,3954282.9649870833,-117.54158677712032,35.73131279518505
morphology_1h_20,alpha_shape,2,exterior,8,451003.0081209785,3954153.1932543134,-117.54179769249407,35.73014179518505
morphology_1h_20,alpha_shape,3,exterior,0,449767.1363086185,3954791.875435659,-117.55550310418067,35.73583779518504
morphology_1h_20,alpha_shape,3,exterior,1,449646.2097794954,3954868.870548654,-117.55684515391471,35.73652579518505
morphology_1h_20,alpha_shape,3,exterior,2,449462.0399731263,3955100.066640639,-117.55889630392215,35.73860079518505
morphology_1h_20,alpha_shape,3,exterior,3,450100.8212007589,3955375.401181433,-117.55184948575904,35.74111579518504
